Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description,,
BAF68495.1,221.0198011,-0.355313912,0.318381212,-1.116001505,0.26442149,0.648405405,AP009351.1,2443873,2444403,+,NWMN_2223,NWMN_2223,conserved hypothetical protein,,
BAF68496.1,218.0188979,0.005049177,0.241223448,0.020931535,0.983300271,0.994392077,AP009351.1,2444469,2446073,-,NWMN_2224,NWMN_2224,PTS system%2C alpha-glucoside-specific IIBC component,,
BAF68497.1,123.3083629,0.699611971,0.282853424,2.473408177,0.013383119,0.115618234,AP009351.1,2446403,2447167,+,NWMN_2225,NWMN_2225,phosphosugar-binding transcriptional regulator,,
BAF68498.1,1276.840752,-0.203473406,0.216126644,-0.94145452,0.346471985,0.724335683,AP009351.1,2447225,2447731,-,NWMN_2226,NWMN_2226,conserved hypothetical protein,,
BAF68499.1,389.6952031,-0.888701313,0.284082914,-3.128316664,0.001758107,0.02476909,AP009351.1,2447898,2449277,-,NWMN_2227,NWMN_2227,Na%2B%2FH%2B antiporter family protein,,
BAF68500.1,79.81599454,0.408825788,0.468687063,0.872278797,0.383056302,0.751848909,AP009351.1,2449436,2450005,-,NWMN_2228,NWMN_2228,conserved hypothetical protein,,
BAF68501.1,716.3817698,0.018161026,0.36880462,0.049242945,0.960725688,0.988533187,AP009351.1,2450492,2451373,-,NWMN_2229,NWMN_2229,oxidoreductase%2C short chain dehydrogenase%2Freductase family protein,,
BAF68502.1,98.36630822,0.387189127,0.297602812,1.30102644,0.193249405,0.554867663,AP009351.1,2451484,2452605,-,NWMN_2230,NWMN_2230,peptidase M20%2FM25%2FM40 family protein,,
BAF68503.1,136.8333231,-0.016462352,0.291616289,-0.0564521,0.954981654,0.987511,AP009351.1,2452882,2454120,-,hutI,NWMN_2231,imidazolonepropionase,,
BAF68504.1,88.91956103,0.231481118,0.344654094,0.67163316,0.501817263,0.823829307,AP009351.1,2454120,2455781,-,hutU,NWMN_2232,urocanate hydratase,,
BAF68505.1,56.3218884,1.127802427,0.317215391,3.555320641,0.000377518,0.006954017,AP009351.1,2455941,2456825,+,NWMN_2233,NWMN_2233,LysR family regulatory protein,,
BAF68506.1,15.28291357,0.273562224,0.457895266,0.597434051,0.550217625,0.846569247,AP009351.1,2457367,2457786,+,fofB,NWMN_2234,fosfomycin resistance protein fofB,,
BAF68507.1,572.1857341,-0.23191319,0.307420721,-0.75438373,0.450618838,0.798340906,AP009351.1,2458042,2458977,-,hutG,NWMN_2235,formiminoglutamase,,
BAF68508.1,1099.444085,-0.751847084,0.161296225,-4.661281347,3.14E-06,0.000117514,AP009351.1,2459267,2460526,+,NWMN_2236,NWMN_2236,abortive infection protein family protein,,
BAF68509.1,393.480642,-0.183870399,0.290915716,-0.632040103,0.527360672,0.837025969,AP009351.1,2460592,2461278,-,rpi,NWMN_2237,ribose 5-phosphate isomerase A,,
BAF68510.1,214.7583041,0.02638664,0.198170973,0.133150882,0.894074055,0.97012748,AP009351.1,2461452,2462105,+,NWMN_2238,NWMN_2238,conserved hypothetical protein,,
BAF68511.1,345.324504,-0.674469907,0.194124257,-3.474423631,0.000511952,0.008916499,AP009351.1,2462341,2463360,-,NWMN_2239,NWMN_2239,aldose 1-epimerase precursor,,
BAF68512.1,178.0387061,-0.580139045,0.27044239,-2.145148346,0.031940988,0.204678454,AP009351.1,2463390,2463716,-,NWMN_2240,NWMN_2240,conserved hypothetical protein,,
BAF68513.1,101.0335945,-0.547121466,0.232886684,-2.349303345,0.018808577,0.146217175,AP009351.1,2463934,2465166,-,NWMN_2241,NWMN_2241,conserved hypothetical protein,,
BAF68514.1,25.89454701,0.202429177,0.435813442,0.46448585,0.642299695,0.886301814,AP009351.1,2465159,2466058,-,NWMN_2242,NWMN_2242,ABC transporter ATP-binding protein,,
BAF68515.1,71.2943018,-0.294416689,0.38569914,-0.7633325,0.445265124,0.795657662,AP009351.1,2466289,2466936,-,NWMN_2243,NWMN_2243,conserved hypothetical protein,,
BAF68516.1,25.94965271,-0.258943863,0.411982134,-0.628531778,0.529655636,0.837109718,AP009351.1,2467116,2467247,+,NWMN_2244,NWMN_2244,conserved hypothetical protein,,
BAF68517.1,96.0244344,0.105746822,0.343097508,0.308212153,0.757920905,0.933913597,AP009351.1,2467335,2467943,+,NWMN_2245,NWMN_2245,3-methyladenine DNA glycosylase,,
BAF68518.1,723.6601452,-0.043487337,0.369636935,-0.117648786,0.906345948,0.975349759,AP009351.1,2468280,2469488,+,NWMN_2246,NWMN_2246,sodium%2Fglutamate symporter,,
BAF68519.1,573.8022581,-0.422356915,0.141038401,-2.994623542,0.002747838,0.03464443,AP009351.1,2469536,2470585,-,idi,NWMN_2247,isopentenyl-diphosphate delta-isomerase,,
BAF68520.1,192.9534762,0.008363288,0.408185929,0.020488918,0.983653352,0.994392077,AP009351.1,2470616,2471563,-,NWMN_2248,NWMN_2248,CorA-like Mg2%2B transporter protein,,
BAF68521.1,509.771294,0.367834113,0.170287892,2.160072029,0.030767094,0.199508817,AP009351.1,2471660,2472151,+,NWMN_2249,NWMN_2249,conserved hypothetical protein,,
BAF68522.1,250.3903783,0.300808913,0.207634405,1.448743111,0.147409336,0.489921916,AP009351.1,2472148,2472567,+,NWMN_2250,NWMN_2250,conserved hypothetical protein,,
BAF68523.1,662.7087782,-0.549380527,0.325547382,-1.687559347,0.091495849,0.383337272,AP009351.1,2472675,2473595,-,NWMN_2251,NWMN_2251,esterase-like protein,,
BAF68524.1,623.5811793,-0.273550912,0.246476846,-1.109844257,0.267066145,0.651655783,AP009351.1,2473803,2474441,+,NWMN_2252,NWMN_2252,conserved hypothetical protein,,
BAF68525.1,369.1367471,-0.127400805,0.200335768,-0.63593639,0.524817883,0.836415947,AP009351.1,2474687,2476618,-,NWMN_2253,NWMN_2253,drug resistance transporter EmrB%2FQacA subfamily protein,,
BAF68526.1,144.7766869,-0.238795005,0.36961562,-0.646063079,0.518238505,0.831446128,AP009351.1,2476631,2477278,-,NWMN_2254,NWMN_2254,conserved hypothetical protein,,
BAF68527.1,615.7181772,0.400797746,0.268778558,1.491181993,0.13591372,0.468626367,AP009351.1,2477399,2477950,+,NWMN_2255,NWMN_2255,transcriptional regulator TetR family protein,,
BAF68528.1,303.2428621,0.089744158,0.261190068,0.34359713,0.731149283,0.925502162,AP009351.1,2478180,2479388,-,tcaB,NWMN_2256,teicoplanin resistance associated protein B,,
BAF68529.1,597.4596092,-0.567395326,0.243589289,-2.329311477,0.019842571,0.152509943,AP009351.1,2479657,2481039,-,tcaA,NWMN_2257,teicoplanin resistance associated protein A,,
BAF68530.1,7240.346153,-0.511115113,0.168473148,-3.033807582,0.002414884,0.031465208,AP009351.1,2481279,2481734,-,tcaR,NWMN_2258,teicoplanin resistance operon transcriptional regulator TcaR,,
BAF68531.1,266.0705138,0.1057855,0.365862674,0.289139908,0.772474315,0.936953441,AP009351.1,2481929,2482897,+,NWMN_2259,NWMN_2259,conserved hypothetical protein,,
BAF68532.1,6.427057759,1.529661969,0.753600052,2.029806081,0.042376255,NA,AP009351.1,2483472,2483828,+,NWMN_2260,NWMN_2260,truncated transposase for IS1272,,
BAF68533.1,56.60583869,0.007737313,0.287607722,0.026902313,0.978537648,0.993481784,AP009351.1,2483968,2484633,-,NWMN_2261,NWMN_2261,ABC transporter ATP-binding protein,,
BAF68534.1,39.83477217,0.375582158,0.36245449,1.036218801,0.300100077,0.680610943,AP009351.1,2484633,2485688,-,NWMN_2262,NWMN_2262,conserved hypothetical protein,,
BAF68535.1,57.72681915,0.666827938,0.362156066,1.841272314,0.065581663,0.314717986,AP009351.1,2485824,2486498,+,NWMN_2263,NWMN_2263,DNA-binding response regulator,,
BAF68536.1,102.11768,-0.59551234,0.277226786,-2.148105341,0.031705388,0.204373759,AP009351.1,2486491,2487864,+,NWMN_2264,NWMN_2264,sensor histidine kinase,,
BAF68537.1,40.08937581,-0.44365916,0.279759924,-1.585856732,0.112771813,0.427779465,AP009351.1,2488027,2488470,+,NWMN_2265,NWMN_2265,conserved hypothetical protein,,
BAF68538.1,46.04406254,-0.185431151,0.262869989,-0.705410123,0.480555046,0.81330928,AP009351.1,2488467,2488922,+,NWMN_2266,NWMN_2266,conserved hypothetical protein,,
BAF68539.1,553.4389106,0.468078817,0.193992807,2.412866863,0.0158276,0.129433888,AP009351.1,2488988,2490523,-,mqo,NWMN_2267,malate:quinone oxidoreductase,,
BAF68540.1,8595.596627,-0.193652464,0.25330164,-0.764513265,0.444561435,0.795176707,AP009351.1,2490847,2492445,-,NWMN_2268,NWMN_2268,L-lactate permease 2,,
BAF68541.1,450.7209393,0.005287182,0.212170938,0.024919445,0.980119217,0.994021617,AP009351.1,2492762,2494435,+,NWMN_2269,NWMN_2269,conserved hypothetical protein,,
BAF68542.1,467.7492651,0.228458359,0.232877185,0.981025083,0.326580373,0.70646407,AP009351.1,2494588,2495217,-,NWMN_2270,NWMN_2270,conserved hypothetical protein,,
BAF68543.1,49.96194943,0.919162337,0.335794009,2.737280335,0.006194948,0.066006561,AP009351.1,2495531,2496046,-,NWMN_2271,NWMN_2271,acetyltransferase%2C GNAT family protein,,
BAF68544.1,603.2861405,0.509320918,0.39499283,1.289443454,0.197243963,0.559505892,AP009351.1,2496237,2497241,+,NWMN_2272,NWMN_2272,zinc-containing alcohol dehydrogenase superfamily protein,,
BAF68545.1,203.4761543,0.428774036,0.271764641,1.577740338,0.114625275,0.432251038,AP009351.1,2497287,2497688,-,NWMN_2273,NWMN_2273,acetyltransferase%2C GNAT family protein,,
BAF68546.1,452.0323827,0.488252532,0.253947709,1.922649879,0.054524035,0.283524984,AP009351.1,2497724,2498758,-,NWMN_2274,NWMN_2274,pyridine nucleotide-disulfide oxidoreductase family protein,,
BAF68547.1,499.8262765,0.125182258,0.437355761,0.286225241,0.774705612,0.937386983,AP009351.1,2498990,2499421,-,NWMN_2275,NWMN_2275,conserved hypothetical protein,,
BAF68548.1,145.1319034,-0.347237383,0.403603649,-0.860342526,0.389600257,0.754217242,AP009351.1,2499628,2500905,-,NWMN_2276,NWMN_2276,conserved hypothetical protein,,
BAF68549.1,244.8079432,0.073112368,0.183216077,0.399049957,0.689856394,0.910494233,AP009351.1,2501066,2501689,+,NWMN_2277,NWMN_2277,transcriptional regulator TetR family protein,,
BAF68550.1,501.1514724,-0.036436118,0.142918557,-0.254943227,0.798766949,0.944860632,AP009351.1,2501735,2502679,+,NWMN_2278,NWMN_2278,CorA-like Mg2%2B transporter protein,,
BAF68551.1,1810.553515,-0.577335597,0.273478656,-2.111081011,0.034765349,0.216645537,AP009351.1,2502765,2504207,-,NWMN_2279,NWMN_2279,PTS system%2C sucrose-specific IIBC component,,
BAF68552.1,88.61207536,-0.341129073,0.331962446,-1.027613447,0.304131696,0.684044552,AP009351.1,2504390,2504773,+,NWMN_2280,NWMN_2280,conserved hypothetical protein,,
BAF68553.1,410.3479302,-0.733810988,0.335560908,-2.186819055,0.028755736,0.190792025,AP009351.1,2506258,2508363,+,NWMN_2281,NWMN_2281,transcriptional regulator AraC family protein,,
BAF68554.1,2873.030219,-0.676215833,0.318369301,-2.123998231,0.033670291,0.211316184,AP009351.1,2508434,2508856,+,NWMN_2282,NWMN_2282,conserved hypothetical protein,,
BAF68555.1,1172.572253,0.092742175,0.341972578,0.271197695,0.786238986,0.94008359,AP009351.1,2509121,2509477,+,NWMN_2283,NWMN_2283,conserved hypothetical protein,,
BAF68556.1,5786.075945,-0.277162591,0.333790926,-0.830347891,0.406342118,0.766748882,AP009351.1,2509881,2511158,-,NWMN_2284,NWMN_2284,proton%2Fsodium-glutamate symporter,,
BAF68557.1,396.6662033,-0.328543418,0.272453986,-1.205867542,0.227868567,0.605492054,AP009351.1,2511340,2511705,-,NWMN_2285,NWMN_2285,conserved hypothetical protein,,
BAF68558.1,1617.668698,-1.029844357,0.290134664,-3.549539186,0.000385906,0.007036958,AP009351.1,2512103,2512549,+,NWMN_2286,NWMN_2286,MarR family regulatory protein,,
BAF68559.1,571.4413803,-0.861505201,0.239232719,-3.601117798,0.000316852,0.006149191,AP009351.1,2512765,2513193,+,NWMN_2287,NWMN_2287,small heat shock protein Hsp20,,
BAF68560.1,92.75060679,-0.302551297,0.34986229,-0.864772529,0.387163652,0.752074126,AP009351.1,2513300,2514469,-,NWMN_2288,NWMN_2288,nitrite transport protein,,
BAF68561.1,13.27090977,0.210113264,0.448469396,0.468511934,0.639418538,0.885426666,AP009351.1,2514839,2515477,+,NWMN_2289,NWMN_2289,conserved hypothetical protein,,
BAF68562.1,31.81355231,-0.531840917,0.331199127,-1.605804104,0.108316959,0.420576697,AP009351.1,2515732,2516472,+,NWMN_2290,NWMN_2290,MerR family regulatory protein,,
BAF68563.1,361.6162167,-0.155668355,0.171606937,-0.907121571,0.364342512,0.738745228,AP009351.1,2516730,2517383,-,NWMN_2291,NWMN_2291,transcriptional regulator DegU family protein,,
BAF68564.1,239.4062322,-0.108637629,0.404121663,-0.268824067,0.788065072,0.940871295,AP009351.1,2517406,2518440,-,NWMN_2292,NWMN_2292,sensor histidine kinase,,
BAF68565.1,97.30530557,0.336252462,0.341017964,0.986025657,0.324120522,0.70489206,AP009351.1,2518464,2518916,-,NWMN_2293,NWMN_2293,conserved hypothetical protein,,
BAF68566.1,103.6584871,0.442309333,0.286976038,1.541276185,0.123249582,0.442852036,AP009351.1,2518936,2519613,-,narI,NWMN_2294,respiratory nitrate reductase%2C gamma subunit,,
BAF68567.1,4.51683797,-0.268377387,0.680291343,-0.394503604,0.693209267,NA,AP009351.1,2519606,2520196,-,narJ,NWMN_2295,respiratory nitrate reductase%2C delta subunit,,
BAF68568.1,15.89829557,-0.146555228,0.430267456,-0.340614252,0.733393999,0.925502162,AP009351.1,2520174,2521733,-,narH,NWMN_2296,nitrate reductase beta chain,,
BAF68569.1,40.7807763,-0.19333056,0.329833233,-0.586146393,0.557777142,0.849484583,AP009351.1,2521723,2525412,-,narG,NWMN_2297,nitrate reductase%2C alpha subunit,,
BAF68570.1,133.0444311,-0.086744655,0.33833163,-0.256389434,0.797650146,0.944495969,AP009351.1,2525722,2526699,-,cysG,NWMN_2298,uroporphyrin-III C-methyl transferase,,
BAF68571.1,23.6458854,0.442452529,0.439205225,1.007393593,0.313745669,0.693892538,AP009351.1,2526690,2527004,-,nirD,NWMN_2299,assimilatory nitrite reductase %5BNAD%28P%29H%5D%2C small subunit,,
BAF68572.1,72.11761441,-0.272205297,0.32120409,-0.847452775,0.396742799,0.758564783,AP009351.1,2527008,2529413,-,nirB,NWMN_2300,assimilatory nitrite reductase %5BNAD%28P%29H%5D%2C large subunit,,
BAF68573.1,8.643910455,-0.58522656,0.548278301,-1.067389607,0.28579594,NA,AP009351.1,2529479,2530210,-,nirR,NWMN_2301,nitrite reductase transcriptional regulator NirR,,
BAF68574.1,178.2625351,0.630799098,0.318369099,1.981345235,0.047552571,0.263137138,AP009351.1,2530440,2530976,-,NWMN_2302,NWMN_2302,acetyltransferase%2C GNAT family protein,,
BAF68575.1,455.5781976,0.155719676,0.31043748,0.501613645,0.61593932,0.876965484,AP009351.1,2531209,2532033,-,NWMN_2303,NWMN_2303,formate%2Fnitrite transporter family protein,,
BAF68576.1,29.54825231,1.034651447,0.459673373,2.250840504,0.024395641,0.172219999,AP009351.1,2532250,2532432,-,NWMN_2304,NWMN_2304,conserved hypothetical protein,,
BAF68577.1,56.69205759,0.665757646,0.280952758,2.369642679,0.017805284,0.140426577,AP009351.1,2532516,2532983,-,NWMN_2305,NWMN_2305,conserved hypothetical protein,,
BAF68578.1,953.3722019,5.003748809,0.215526414,23.21640641,3.11E-119,1.69E-115,AP009351.1,2533123,2534718,-,NWMN_2306,NWMN_2306,Zn-binding lipoprotein adcA-like protein,,
BAF68579.1,406.5923564,0.309484803,0.348422481,0.888245794,0.374408551,0.746766169,AP009351.1,2535013,2535279,-,NWMN_2307,NWMN_2307,addiction module toxin Txe%2FYoeB family protein,,
BAF68580.1,464.6331182,-0.64675305,0.183328655,-3.527833922,0.000418975,0.00756382,AP009351.1,2535803,2536402,-,dsbA,NWMN_2308,protein-disulfide isomerase,,
BAF68581.1,61.94897843,0.349241851,0.338886369,1.030557386,0.302748429,0.682980159,AP009351.1,2536421,2536792,-,NWMN_2309,NWMN_2309,conserved hypothetical protein,,
BAF68582.1,84.40936345,0.3265431,0.256300602,1.274062947,0.202641109,0.567896743,AP009351.1,2537038,2538288,+,fmhA,NWMN_2310,methicillin resistance determinant fmhA protein,,
BAF68583.1,2945.379996,-2.597966833,0.161518777,-16.08461186,3.27E-58,3.55E-55,AP009351.1,2538385,2539116,-,NWMN_2311,NWMN_2311,amino acid ABC transporter%2C ATP-binding protein,,
BAF68584.1,1363.887612,-2.394021164,0.236165846,-10.13703382,3.78E-24,8.57E-22,AP009351.1,2539113,2539832,-,NWMN_2312,NWMN_2312,amino acid ABC transporter%2C permease protein,,
BAF68585.1,1552.70076,-3.333498664,0.392765601,-8.487246986,2.12E-17,3.11E-15,AP009351.1,2539813,2540592,-,NWMN_2313,NWMN_2313,amino acid ABC transporter%2C amino acid-binding protein,,
BAF68586.1,147.9748331,-0.759993545,0.231927019,-3.276865064,0.001049665,0.016343498,AP009351.1,2540713,2542071,-,NWMN_2314,NWMN_2314,drug resistance transporter EmrB%2FQacA subfamily protein,,
BAF68587.1,739.0430288,-0.079405435,0.310484047,-0.25574723,0.798146023,0.944495969,AP009351.1,2542585,2543271,-,gpmA,NWMN_2315,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase,,
BAF68588.1,888.4412124,0.713544647,0.309882543,2.302629378,0.021299705,0.158768993,AP009351.1,2543597,2544463,-,NWMN_2316,NWMN_2316,cation efflux family protein,,
BAF68589.1,2399.134699,-0.470433904,0.338104009,-1.391388125,0.164107764,0.514731738,AP009351.1,2545215,2546525,+,sbi,NWMN_2317,immunoglobulin G-binding protein Sbi,,
BAF68590.1,83.23656475,0.318269046,0.356817561,0.891965757,0.372411287,0.746766169,AP009351.1,2547061,2547990,+,hlgA,NWMN_2318,gamma-hemolysin component A,,
BAF68591.1,21.82416219,-0.249614809,0.464484786,-0.537401475,0.590990324,0.865891385,AP009351.1,2548558,2549505,+,hlgC,NWMN_2319,gamma-hemolysin component C,,
BAF68592.1,48.84750634,0.315478674,0.306794051,1.028307664,0.303805127,0.683592986,AP009351.1,2549507,2550484,+,hlgB,NWMN_2320,gamma hemolysin%2C component B,,
BAF68593.1,17.32824268,0.687641605,0.494558136,1.39041612,0.164402554,0.514731738,AP009351.1,2550536,2551003,-,bioX,NWMN_2321,biotin biosynthesis-related protein,,
BAF68594.1,18.40742436,0.616333948,0.443586637,1.389433081,0.164701097,0.515247991,AP009351.1,2551014,2551706,-,bioW,NWMN_2322,6-carboxyhexanoate-CoA ligase,,
BAF68595.1,13.90458146,0.431682766,0.58046063,0.74369,0.457064041,0.800036895,AP009351.1,2551717,2552832,-,bioF,NWMN_2323,8-amino-7-oxononanoate synthase,,
BAF68596.1,9.072711414,0.455938496,0.48754418,0.935173703,0.349698788,NA,AP009351.1,2552810,2553817,-,bioB,NWMN_2324,biotin synthase,,
BAF68597.1,6.18059399,0.252420974,0.595852603,0.423629891,0.671835752,NA,AP009351.1,2553819,2555177,-,bioA,NWMN_2325,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,,
BAF68598.1,6.586919136,-0.134223757,0.570843935,-0.235132141,0.814106173,NA,AP009351.1,2555155,2555841,-,bioD,NWMN_2326,dethiobiotin synthase,,
BAF68599.1,33.64866864,0.146970878,0.377034926,0.389807066,0.696679219,0.913110196,AP009351.1,2556293,2558026,-,NWMN_2327,NWMN_2327,ABC transporter ATP-binding protein,,
BAF68600.1,9.815893519,-0.42576208,0.512768985,-0.830319487,0.406358173,NA,AP009351.1,2558051,2559814,-,NWMN_2328,NWMN_2328,ABC transporter ATP-binding protein,,
BAF68601.1,0.166193332,0.591272727,0.798000349,0.740942943,0.458728036,NA,AP009351.1,2560001,2560147,-,NWMN_2329,NWMN_2329,conserved hypothetical protein,,
BAF68602.1,63.55117238,-0.268050866,0.405036923,-0.661793657,0.508103472,0.828890503,AP009351.1,2560683,2561069,-,NWMN_2330,NWMN_2330,conserved hypothetical protein,,
BAF68603.1,261.9168942,0.363968359,0.206273161,1.764496934,0.077648351,0.346874054,AP009351.1,2561337,2562479,+,NWMN_2331,NWMN_2331,glycerate kinase,,
BAF68604.1,370.1460164,-0.30873628,0.320685852,-0.962737453,0.335679296,0.715045588,AP009351.1,2562539,2563198,+,NWMN_2332,NWMN_2332,conserved hypothetical protein,,
BAF68605.1,1670.489133,-0.335445086,0.428142933,-0.78348855,0.433340275,0.785971647,AP009351.1,2563380,2564591,+,NWMN_2333,NWMN_2333,drug resistance transporter Bcr%2FCflA subfamily protein,,
BAF68606.1,88.30574953,0.254199639,0.336370509,0.755713217,0.449821158,0.798340906,AP009351.1,2564714,2565187,-,NWMN_2334,NWMN_2334,conserved hypothetical protein,,
BAF68607.1,1628.59214,0.634715852,0.42807135,1.482733784,0.138145155,0.474076721,AP009351.1,2565300,2565956,+,NWMN_2335,NWMN_2335,conserved hypothetical protein,,
BAF68608.1,157.6912755,0.426510859,0.314701094,1.355288772,0.175325571,0.528520027,AP009351.1,2566019,2566825,-,NWMN_2336,NWMN_2336,metallophosphoesterase,,
BAF68609.1,79.7660128,0.687965823,0.371612323,1.851299811,0.064126433,0.310318128,AP009351.1,2567111,2568520,+,NWMN_2337,NWMN_2337,amino acid permease,,
BAF68610.1,417.1554817,-0.403869993,0.29241938,-1.381132787,0.167238136,0.518409602,AP009351.1,2568658,2570736,+,NWMN_2338,NWMN_2338,Na%2B%2FH%2B antiporter family protein,,
BAF68611.1,1377.86272,-0.212264828,0.304087611,-0.698038397,0.485153182,0.815441506,AP009351.1,2570876,2572705,-,NWMN_2339,NWMN_2339,conserved hypothetical protein,,
BAF68612.1,335.2113798,-0.064076081,0.227106078,-0.282141639,0.777834907,0.938233426,AP009351.1,2572937,2574433,+,NWMN_2340,NWMN_2340,fmtA-like beta-lactam resistance protein,,
BAF68613.1,1125.802153,0.392047551,0.21980123,1.783645847,0.074481231,0.338477048,AP009351.1,2574525,2575376,-,NWMN_2341,NWMN_2341,NAD dependent epimerase%2Fdehydratase family protein,,
BAF68614.1,609.5566817,-0.406499033,0.302195992,-1.345150311,0.178576699,0.533472117,AP009351.1,2575698,2576633,-,apbA,NWMN_2342,2-dehydropantoate 2-reductase,,
BAF68615.1,1752.924256,-0.3029853,0.343688398,-0.881569765,0.378009512,0.749126071,AP009351.1,2576859,2578259,-,NWMN_2343,NWMN_2343,integral membrane efflux protein,,
BAF68616.1,110.7195501,0.340183888,0.322779554,1.053920188,0.291919459,0.673183763,AP009351.1,2578553,2579248,-,opuCD,NWMN_2344,glycine betaine%2Fcarnitine%2Fcholine transport system permease protein,,
BAF68617.1,149.8762389,-0.024339805,0.199253102,-0.122155215,0.902776094,0.97373666,AP009351.1,2579248,2580189,-,opuCC,NWMN_2345,glycine betaine%2Fcarnitine%2Fcholine ABC transporter,,
BAF68618.1,42.78548792,0.657845859,0.353908682,1.858801135,0.063055332,0.3075787,AP009351.1,2580206,2580841,-,opuCB,NWMN_2346,amino acid ABC transporter%2C permease protein,,
BAF68619.1,66.71372535,1.012722345,0.346093301,2.926154139,0.003431809,0.041906624,AP009351.1,2580838,2582064,-,opuCA,NWMN_2347,glycine betaine%2FL-proline transport ATP-binding subunit,,
BAF68620.1,469.5716158,-0.301726016,0.176516959,-1.709331606,0.087389542,0.374802502,AP009351.1,2582734,2583333,-,NWMN_2348,NWMN_2348,conserved hypothetical protein,,
BAF68621.1,151.7077878,-0.230369275,0.380728968,-0.605074199,0.545129696,0.845427683,AP009351.1,2583513,2585150,+,NWMN_2349,NWMN_2349,conserved hypothetical protein,,
BAF68622.1,914.5079426,-0.297422644,0.212748756,-1.397999449,0.162113233,0.51335857,AP009351.1,2585758,2587110,+,NWMN_2350,NWMN_2350,para-nitrobenzyl esterase chain A,,
BAF68623.1,648.811953,-0.497000598,0.376416436,-1.32034776,0.186718937,0.546381638,AP009351.1,2587172,2588359,-,NWMN_2351,NWMN_2351,general substrate transporter involved in chloramphenicol resistance,,
BAF68624.1,208.4148514,0.425331458,0.34502855,1.232742793,0.217671741,0.590020425,AP009351.1,2588755,2589531,-,NWMN_2352,NWMN_2352,conserved hypothetical protein,,
BAF68625.1,177.4525512,0.401549423,0.262711693,1.528479448,0.126393542,0.44751422,AP009351.1,2589524,2590186,-,NWMN_2353,NWMN_2353,ABC transporter%2C ATP-binding protein,,
BAF68626.1,1720.741543,0.329609807,0.197434181,1.669466786,0.095024907,0.392673268,AP009351.1,2590434,2591510,-,NWMN_2354,NWMN_2354,glutamyl-aminopeptidase,,
BAF68627.1,1226.110269,0.222933818,0.297892591,0.7483698,0.454237134,0.798810545,AP009351.1,2592131,2592388,-,stbD,NWMN_2355,prevent-host-death protein,,
BAF68628.1,631.8303801,-0.311910792,0.273471215,-1.140561693,0.254052366,0.636951492,AP009351.1,2592747,2593202,+,NWMN_2356,NWMN_2356,conserved hypothetical protein,,
BAF68629.1,431.8684796,0.150152085,0.24120334,0.622512461,0.533604953,0.838876383,AP009351.1,2593370,2594947,-,NWMN_2357,NWMN_2357,ferredoxin-dependent glutamate synthase,,
BAF68630.1,367.1979651,0.257468267,0.390602053,0.659157486,0.509794644,0.82932821,AP009351.1,2595142,2595891,+,NWMN_2358,NWMN_2358,conserved hypothetical protein,,
BAF68631.1,445.8973178,2.486237636,0.329354658,7.548815761,4.39E-14,4.34E-12,AP009351.1,2596115,2597308,-,NWMN_2359,NWMN_2359,conserved hypothetical protein,,
BAF68632.1,176.1877552,2.857131271,0.273430104,10.44921986,1.48E-25,4.01E-23,AP009351.1,2597320,2598069,-,opp1F,NWMN_2360,peptide ABC transporter%2C ATP-binding protein,,
BAF68633.1,144.6072819,2.983716929,0.243184998,12.26932972,1.32E-34,5.53E-32,AP009351.1,2598062,2598877,-,opp1D,NWMN_2361,peptide ABC transporter%2C ATP-binding protein,,
BAF68634.1,85.24304657,3.163913447,0.269089757,11.75783678,6.44E-32,2.19E-29,AP009351.1,2598874,2599743,-,opp1C,NWMN_2362,oligopeptide transporter putative membrane permease,,
BAF68635.1,138.1458696,2.703611187,0.227278854,11.89556853,1.25E-32,4.52E-30,AP009351.1,2599740,2600675,-,opp1B,NWMN_2363,oligopeptide transporter putative membrane permease,,
BAF68636.1,348.5339634,2.732897648,0.221179699,12.35600583,4.52E-35,2.05E-32,AP009351.1,2600688,2602286,-,opp1A,NWMN_2364,oligopeptide permease%2C peptide-binding protein,,
BAF68637.1,104.3214697,3.786277653,0.332905297,11.3734377,5.67E-30,1.81E-27,AP009351.1,2602429,2603730,-,NWMN_2365,NWMN_2365,conserved hypothetical protein,,
BAF68638.1,125.1967318,3.600656413,0.363229353,9.912900443,3.66E-23,7.36E-21,AP009351.1,2603723,2604541,-,NWMN_2366,NWMN_2366,conserved hypothetical protein,,
BAF68639.1,166.802763,3.490826376,0.277805103,12.56573886,3.26E-36,1.61E-33,AP009351.1,2604552,2605373,-,NWMN_2367,NWMN_2367,conserved hypothetical protein,,
BAF68640.1,77.6901648,-0.144817749,0.320154344,-0.452337292,0.651026014,0.890205174,AP009351.1,2606240,2606605,-,NWMN_2368,NWMN_2368,conserved hypothetical protein,,
BAF68641.1,342.6980332,0.260748995,0.279256854,0.933724601,0.350445972,0.728809941,AP009351.1,2606868,2607506,-,NWMN_2369,NWMN_2369,short chain dehydrogenase,,
BAF68642.1,207.8353722,0.225436091,0.277876138,0.811282655,0.417203368,0.776662336,AP009351.1,2607919,2609457,+,NWMN_2370,NWMN_2370,conserved hypothetical protein,,
