locus,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,significant,Column1,Column2,Column3,Column4,Column5
NWMN_1927,7575.300416,2182.986995,12967.61384,5.940307418,2.570537594,4.06E-06,5.71E-05,yes,LukF; leukocidin/hemolysin toxin subunit F,,,,
NWMN_1928,7095.831076,1418.986346,12772.67581,9.001267588,3.170128181,4.58E-08,1.03E-06,yes,LukS,,,,
NWMN_1929,4887.418218,7804.373262,1970.463174,0.252481924,-1.985747992,7.30E-05,0.000756866,yes,succinyl-diaminopimelate desuccinylase,,,,
NWMN_1930,394.9600003,79.68704386,710.2329568,8.912778318,3.155875223,3.42E-11,1.69E-09,yes,similar to tetracenomycin polyketide synthesis O-methyltransferase ,,,,
NWMN_1931,411.0210658,32.24941286,789.7927187,24.49014257,4.614129268,1.07E-14,7.58E-13,yes,iron compound ABC transporter,,,,
NWMN_1932,1749.841563,921.3464927,2578.336634,2.798444076,1.484624917,0.001810752,0.010902062,yes,"TrkG; Trk-type K+ transport systems, membrane components [Inorganic ion transport and metabolism]",,,,
NWMN_1933,1503.305574,2566.768916,439.8422325,0.171360277,-2.544895377,0.000285433,0.002405924,yes,"acetyltransferase, GNAT family protein",,,,
NWMN_1934,1277.455559,2313.086703,241.8244158,0.104546196,-3.257787526,2.44E-06,3.56E-05,yes,similar to functionally unknown protein ,,,,
NWMN_1935,64.01250245,48.81165972,79.21334517,1.622836544,0.698517696,0.180000006,0.352314619,no,,,,,
NWMN_1936,23.71251545,19.29061613,28.13441477,1.458450813,0.544436731,0.370691916,0.566443261,no,,,,,
NWMN_1937,8983.775636,7185.55214,10781.99913,1.500510875,0.585453775,0.263065023,0.454021734,no,,,,,
NWMN_1938,1650.150012,1124.169675,2176.13035,1.935766814,0.952905173,0.087672035,0.213700585,no,,,,,
NWMN_1939,1169.152921,1391.884897,946.4209446,0.679956329,-0.556486005,0.695763837,0.824877906,no,,,,,
NWMN_1940,4951.853765,3903.936776,5999.770753,1.536851413,0.619977688,0.232787928,0.417198118,no,,,,,
NWMN_1941,2098.393062,2877.145362,1319.640762,0.458663222,-1.124492865,0.102236658,0.238521775,no,,,,,
NWMN_1942,2427.939481,2347.552704,2508.326258,1.068485599,0.095567464,0.838458193,0.916690903,no,,,,,
NWMN_1943,42946.23315,74213.71199,11678.75431,0.15736653,-2.667799368,2.05E-06,3.06E-05,yes,agrB accessory gene regulator protein B,,,,
NWMN_1944,8641.762933,14703.14323,2580.382634,0.175498708,-2.510467689,1.46E-06,2.27E-05,yes,agrD,,,,
NWMN_1945,43487.12778,70519.6523,16454.60326,0.233333585,-2.099534119,0.001408347,0.00899758,yes,agrC,,,,
NWMN_1946,35516.30496,56351.11888,14681.49105,0.260535928,-1.940445761,0.003649915,0.019705016,yes,agrA,,,,
NWMN_1947,4374.54975,4977.614247,3771.485253,0.75768934,-0.400321645,0.424832315,0.615347472,no,,,,,
NWMN_1948,7914.611813,8200.28817,7628.935456,0.930325288,-0.104192852,0.597890744,0.753273151,no,,,,,
NWMN_1949,2959.893573,4246.279058,1673.508088,0.39411166,-1.343323662,0.006466588,0.03106102,yes,scrR; sucrose operon repressor,,,,
NWMN_1950,130.4285358,153.9703851,106.8866865,0.694202891,-0.526570722,0.820792602,0.907964272,no,,,,,
NWMN_1951,57.00055197,32.78036087,81.22074306,2.477725714,1.309016489,0.114297274,0.256359465,no,,,,,
NWMN_1952,220.2031395,109.0763435,331.3299356,3.03759665,1.602930313,0.081287593,0.20522172,no,,,,,
NWMN_1953,7094.712687,8033.823516,6155.601857,0.766210739,-0.384186848,0.655782225,0.795893616,no,,,,,
NWMN_1954,3059.017061,2811.155798,3306.878325,1.176341179,0.234306551,0.589907855,0.746869757,no,,,,,
NWMN_1955,741.9634754,806.4999491,677.4270017,0.839959138,-0.25160895,0.680159195,0.815571972,no,,,,,
NWMN_1956,3105.331077,2561.049398,3649.612757,1.425045827,0.511008315,0.249892874,0.437061634,no,,,,,
NWMN_1957,1338.366249,954.5389223,1722.193576,1.80421514,0.85137138,0.15428355,0.315201654,no,,,,,
NWMN_1958,1569.417189,1164.146885,1974.687492,1.696252867,0.762351254,0.206791342,0.387067175,no,,,,,
NWMN_1959,1380.560711,1220.357087,1540.764336,1.262552045,0.33634286,0.532082422,0.703982496,no,,,,,
NWMN_1960,1182.665327,2050.868263,314.4623914,0.153331346,-2.705275432,3.56E-07,6.20E-06,yes,"dihydroxy-acid dehydratase; catalyzes the dehydration of 2,3-dihydroxy-3-methylbutanoate to 3-methyl-2-oxobutanoate in valine and isoleucine biosynthesis ",,,,
NWMN_1961,981.5964667,1475.212194,487.9807399,0.330786813,-1.596026373,0.037606718,0.119255285,no,,,,,
NWMN_1962,625.8336311,856.5701244,395.0971379,0.461254866,-1.116363964,0.188779158,0.365122087,no,,,,,
NWMN_1963,785.0452442,1021.525362,548.5651263,0.53700588,-0.896990209,0.260336611,0.451041383,no,,,,,
NWMN_1964,826.1608351,1015.906346,636.4153237,0.626450781,-0.674726932,0.372368029,0.56767658,no,,,,,
NWMN_1965,760.1110201,879.0329759,641.1890643,0.729425496,-0.455167467,0.535943517,0.707283036,no,,,,,
NWMN_1966,364.4737549,397.8259409,331.1215689,0.832327747,-0.264776363,0.681556189,0.815571972,no,,,,,
NWMN_1967,535.7297701,609.5826814,461.8768587,0.757693538,-0.400313651,0.54845321,0.718710249,no,,,,,
NWMN_1968,1169.784802,939.4972313,1400.072372,1.490235762,0.575540589,0.275269291,0.465127815,no,,,,,
NWMN_1969,4350.886027,3457.898342,5243.873713,1.516491578,0.600737486,0.327064446,0.519841483,no,,,,,
NWMN_1970,42019.21041,42886.96437,41151.45645,0.959532974,-0.05959571,0.87789338,0.937737798,no,,,,,
NWMN_1971,18206.8628,18361.38408,18052.34152,0.983168886,-0.024488836,0.839537191,0.916986662,no,,,,,
NWMN_1972,7288.132901,7342.4933,7233.772502,0.985192932,-0.021521817,0.8672205,0.931098449,no,,,,,
NWMN_1973,6598.526263,5310.974378,7886.078147,1.484864657,0.570331437,0.325689884,0.519191724,no,,,,,
NWMN_1974,5053.149561,5596.8494,4509.449721,0.805712178,-0.311663533,0.682187215,0.815571972,no,,,,,
NWMN_1975,2801.127731,2758.861514,2843.393948,1.030640333,0.043540957,0.868623702,0.931737985,no,,,,,
NWMN_1976,1047.956556,1091.98033,1003.932782,0.919368925,-0.121284191,0.566921812,0.732986984,no,,,,,
NWMN_1977,1241.282548,1324.751277,1157.813819,0.873985811,-0.194318237,0.505991723,0.683284946,no,,,,,
NWMN_1978,2672.776045,2721.189732,2624.362359,0.964417265,-0.052270616,0.717300061,0.840118807,no,,,,,
NWMN_1979,609.3803574,732.9792821,485.7814326,0.6627492,-0.593465072,0.201062706,0.380707863,no,,,,,
NWMN_1980,358.1227933,406.303357,309.9422297,0.762834528,-0.390557949,0.504432252,0.682590096,no,,,,,
NWMN_1981,382.6575129,270.6605354,494.6544904,1.82758262,0.869936628,0.087869835,0.213983112,no,,,,,
NWMN_1982,77.24218757,47.64549342,106.8388817,2.242371189,1.165025113,0.025594403,0.091382424,no,,,,,
NWMN_1983,855.4043336,804.4569411,906.3517261,1.12666282,0.172055821,0.934403012,0.968118584,no,,,,,
NWMN_1984,369.3178048,380.3238042,358.3118054,0.942123005,-0.086012662,0.765013041,0.873901166,no,,,,,
NWMN_1985,19191.68948,26347.70936,12035.6696,0.456801365,-1.130361134,0.053480549,0.154862252,no,,,,,
NWMN_1986,6905.117489,5241.035596,8569.199381,1.635020259,0.709308512,0.227013213,0.409375794,no,,,,,
NWMN_1987,6065.784718,4618.438299,7513.131136,1.626768758,0.702009189,0.259343804,0.449678408,no,,,,,
NWMN_1988,5179.316659,6767.997591,3590.635726,0.530531472,-0.914489758,0.343289546,0.538306437,no,,,,,
NWMN_1989,8043.327802,14442.95365,1643.701951,0.113806496,-3.135345184,0.018361101,0.070555233,no,,,,,
NWMN_1990,415.5147215,542.285329,288.744114,0.532457912,-0.909260602,0.292879707,0.485265539,no,,,,,
NWMN_1991,410.2464834,532.9388074,287.5541594,0.539563183,-0.890136184,0.299394437,0.491714434,no,,,,,
NWMN_1992,2711.486444,3472.893921,1950.078968,0.561514118,-0.832605798,0.070473102,0.188397955,no,,,,,
NWMN_1993,1468.91321,1748.630298,1189.196121,0.680072925,-0.556238639,0.301790906,0.494717463,no,,,,,
NWMN_1994,16889.4939,25762.2222,8016.765605,0.311183001,-1.684164845,0.160133844,0.324364135,no,,,,,
NWMN_1995,113.7529231,146.2499675,81.2558788,0.555595876,-0.847892204,0.055327414,0.158420184,no,,,,,
NWMN_1996,150.2798725,189.6175544,110.9421906,0.585083965,-0.773284415,0.068939025,0.185136354,no,,,,,
NWMN_1997,115.9292655,137.8726101,93.98592091,0.681686673,-0.552819315,0.142608933,0.299618659,no,,,,,
NWMN_1998,80.64273475,95.68046176,65.60500774,0.685667759,-0.54441841,0.208982451,0.390050818,no,,,,,
NWMN_1999,246.9261429,256.4453126,237.4069733,0.925760627,-0.11128889,0.991315164,0.997806828,no,,,,,
NWMN_2000,0.438442132,0,0.876884263,Inf,Inf,0.440984629,0.627952499,no,,,,,
NWMN_2001,449.7428796,582.5562173,316.929542,0.544032546,-0.878235134,0.20012081,0.380579095,no,,,,,
NWMN_2002,1091.912862,1249.937552,933.8881719,0.747147864,-0.420534308,0.528313487,0.702970482,no,,,,,
NWMN_2003,6827.239093,9129.05897,4525.419216,0.495715849,-1.01241471,0.036699973,0.117520869,no,,,,,
NWMN_2004,23627.09796,29159.00804,18095.18789,0.620569392,-0.688335554,0.11066773,0.250367775,no,,,,,
NWMN_2005,1570.399248,1977.035003,1163.763493,0.588640814,-0.764540519,0.069436189,0.186280042,no,,,,,
NWMN_2006,9700.183904,14338.8854,5061.48241,0.352989948,-1.502300994,0.004808077,0.024682723,yes,atpC; F0F1 ATP synthase subunit epsilon,,,,
NWMN_2007,27439.45323,38736.49135,16142.41511,0.416723729,-1.262836844,0.016339865,0.064108209,no,,,,,
NWMN_2008,16631.3595,21649.17629,11613.5427,0.536442705,-0.898504002,0.08596511,0.212112211,no,,,,,
NWMN_2009,21619.3704,27675.90939,15562.8314,0.56232412,-0.830526163,0.107479136,0.246569784,no,,,,,
NWMN_2010,9837.629723,12560.77756,7114.481884,0.566404576,-0.820095175,0.116031271,0.259358179,no,,,,,
NWMN_2011,8161.878807,10213.76815,6109.989469,0.598211099,-0.741273416,0.138852675,0.294385112,no,,,,,
NWMN_2012,5343.554581,7984.437633,2702.671529,0.338492409,-1.562804614,0.001581714,0.009770729,yes,F0F1 ATP synthase subunit C,,,,
NWMN_2013,12057.80064,18164.64304,5950.958233,0.327612176,-1.609939118,0.002092188,0.012202876,yes,atpB,,,,
NWMN_2014,6601.870371,10166.40984,3037.330906,0.298761407,-1.742934298,0.001014714,0.006851283,yes,similar to functionally unknown protein ,,,,
NWMN_2015,13382.55475,15358.30501,11406.8045,0.74271246,-0.429124313,0.271757931,0.461705769,no,,,,,
NWMN_2016,6093.741689,6703.478236,5484.005143,0.818083531,-0.289679937,0.371726175,0.567360103,no,,,,,
NWMN_2017,14165.2454,16480.93296,11849.55785,0.718985865,-0.475964686,0.223919094,0.406884973,no,,,,,
NWMN_2018,8678.453619,11015.4821,6341.425136,0.575682941,-0.796653632,0.091567635,0.220116126,no,,,,,
NWMN_2019,928.7491537,661.8567626,1195.641545,1.806495926,0.853194001,0.079247198,0.203012676,no,,,,,
NWMN_2020,1890.786979,1384.069506,2397.504452,1.732213911,0.792617099,0.15371395,0.314283686,no,,,,,
NWMN_2021,3664.875023,4120.697044,3209.053001,0.778764604,-0.360740782,0.445577773,0.632425161,no,,,,,
NWMN_2022,4301.127448,5062.924913,3539.329983,0.699068235,-0.516494813,0.224934277,0.407659971,no,,,,,
NWMN_2023,2830.29466,3515.795492,2144.793828,0.610045104,-0.713012181,0.114164813,0.25628235,no,,,,,
NWMN_2024,7616.963178,11253.95524,3979.971115,0.353650875,-1.499602265,0.334765856,0.528545729,no,,,,,
NWMN_2025,9121.224348,10195.52814,8046.920554,0.789259805,-0.341427816,0.429688717,0.620441092,no,,,,,
NWMN_2026,34259.66276,41821.38461,26697.94091,0.638380129,-0.64751235,0.212676596,0.392976276,no,,,,,
NWMN_2027,4601.824394,6580.317787,2623.331,0.398663269,-1.326757406,0.091292009,0.2200332,no,,,,,
NWMN_2028,3886.639395,3871.588851,3901.689939,1.007774867,0.011173382,0.88296053,0.939021516,no,,,,,
NWMN_2029,53355.66304,77997.63413,28713.69196,0.368135422,-1.441691522,0.273474865,0.463417525,no,,,,,
NWMN_2030,1888.048992,1950.021941,1826.076044,0.936438717,-0.094743511,0.808237543,0.900991766,no,,,,,
NWMN_2031,5669.962759,9305.910497,2034.015022,0.218572382,-2.193816978,3.35E-05,0.000377672,yes,pyrG; CTP synthetase,,,,
NWMN_2032,7334.711444,10104.59914,4564.823748,0.451757035,-1.146381027,0.288404867,0.480920176,no,DNA-directed RNA polymerase subunit delta,,,,
NWMN_2033,1562.496995,2520.84058,604.1534102,0.239663474,-2.060918045,0.00010458,0.001031197,yes,"acetyltransferase, GNAT family protein ",,,,
NWMN_2034,2091.943531,3412.622704,771.2643592,0.226003407,-2.145583571,0.098139485,0.231442668,no,,,,,
NWMN_2035,7623.224094,5147.109394,10099.33879,1.962137973,0.972426492,0.031357315,0.105724727,no,,,,,
NWMN_2036,960.8420311,1250.323695,671.360367,0.536949247,-0.897142364,0.049427188,0.146378403,no,,,,,
NWMN_2037,1052.704109,1239.423368,865.9848495,0.698699792,-0.517255384,0.186988877,0.362733434,no,,,,,
NWMN_2038,2992.940748,4961.426787,1024.454709,0.206483891,-2.27589886,0.035445167,0.114626511,no,,,,,
NWMN_2039,3634.524472,5766.954162,1502.094782,0.260465878,-1.940833706,0.001257198,0.00823323,yes,similar to functionally unknown protein ,,,,
NWMN_2040,6446.82468,9466.861597,3426.787762,0.361977169,-1.466029389,0.002563215,0.0145919,yes,pdp; Catalyzes the reversible phosphorolysis of pyrimidines in the nucleotide synthesis salvage pathway ,,,,
NWMN_2041,2944.864621,4335.054201,1554.675042,0.358628744,-1.479436972,0.001892967,0.01128179,yes,deoC; catalyzes the formation of D-glyceraldehyde 3-phosphate and acetaldehyde from 2-deoxy-D-ribose-5-phosphate ,,,,
NWMN_2042,8785.248933,10367.99462,7202.503248,0.694686245,-0.525566563,0.481911337,0.663943613,no,deoD,,,,
NWMN_2043,9506.898783,4707.960808,14305.83676,3.038648226,1.603429669,0.000794595,0.005536736,yes,Dps; DNA-binding ferritin-like protein (oxidative damage protectant) [Inorganic ion transport and metabolism,,,,
NWMN_2044,5017.394231,2600.818339,7433.970123,2.858319634,1.515167256,0.001558513,0.009650224,yes,COG3011; Predicted thiol-disulfide oxidoreductase [General function prediction only],,,,
NWMN_2045,7996.263824,9883.753707,6108.773941,0.618062137,-0.694176207,0.467269384,0.649454735,no,,,,,
NWMN_2046,1350.268309,1457.227557,1243.309061,0.853201722,-0.229041217,0.716107901,0.83909863,no,,,,,
NWMN_2047,7225.895025,8035.481792,6416.308258,0.798497019,-0.324641073,0.456287628,0.639634963,no,,,,,
NWMN_2048,8464.624578,14122.13122,2807.117936,0.198774384,-2.330796245,1.46E-05,0.000179281,yes,hypothetical; NADH(P)-binding,,,,
NWMN_2049,259.4934732,197.9892618,320.9976845,1.621288354,0.697140704,0.1693649,0.337567111,no,,,,,
NWMN_2050,867.4139541,792.7515606,942.0763476,1.188362653,0.248975171,0.464954674,0.648846289,no,,,,,
NWMN_2051,13177.65428,12849.76649,13505.54207,1.051034047,0.071809404,0.775370963,0.880123513,no,,,,,
NWMN_2052,419.5015789,433.2143369,405.788821,0.936692964,-0.094351867,0.763823404,0.873901166,no,,,,,
NWMN_2053,731.4715667,718.6697633,744.2733701,1.035626387,0.050503629,0.954353329,0.979083332,no,,,,,
NWMN_2054,2901.67692,4154.626363,1648.727478,0.396841336,-1.333365786,0.033337182,0.109848747,no,,,,,
NWMN_2055,645.5235487,845.6852387,445.3618586,0.526628393,-0.925142788,0.024387148,0.088999464,no,,,,,
NWMN_2056,13744.88873,21256.41963,6233.357837,0.293245897,-1.769817173,0.000717048,0.00511925,yes,glmS; glucosamine--fructose-6-phosphate aminotransferase,,,,
NWMN_2057,5195.549429,9798.425561,592.6732974,0.060486585,-4.047240987,6.92E-11,3.12E-09,yes,"mtlF; PTS system, mannitol-specific IIBC component",,,,
NWMN_2058,5747.250992,9537.684534,1956.817449,0.205166929,-2.285129891,0.000160742,0.001484167,yes,"PTS_IIB_bgl_like: the PTS (phosphotransferase system) IIB domain of a family of sensory systems composed of a membrane-bound sugar-sensor (similar to BglF) and a transcription antiterminator (similar to BglG) which regulate expression of genes involved in sugar utilization. The domain architecture of the IIB-containing protein includes a region N-terminal to the IIB domain which is homologous to the BglG transcription antiterminator with an RNA-binding domain followed by two homologous domains, PRD1 and PRD2 (PTS Regulation Domains). C-terminal to the IIB domain is a domain similar to the PTS IIA domain. In this system, the BglG-like region and the IIB and IIA-like domains are all expressed together as a single multidomain protein. The IIB domain fold includes a central four-stranded parallel open twisted beta-sheet flanked by alpha-helices on both sides. The seven major PTS systems with this IIB fold include this sensory system with similarity to the bacterial bgl system, chitobiose/lichenan, ascorbate, lactose, galactitol, mannitol, and fructose systems.",,,,
NWMN_2059,2200.204085,3330.628616,1069.779555,0.321194489,-1.638480957,0.004524391,0.023691852,yes,mtlA;,,,,
NWMN_2060,5123.827583,8033.019083,2214.636083,0.275691625,-1.858872655,0.000143229,0.001351111,yes,mtlD; mannitol-1-phosphate 5-dehydrogenase,,,,
NWMN_2061,1258.156553,765.5702382,1750.742868,2.286848131,1.19336056,0.019816834,0.074936885,no,,,,,
NWMN_2062,7383.651958,7867.865216,6899.438701,0.876913688,-0.189493246,0.655394958,0.795893616,no,,,,,
NWMN_2063,3197.061945,3069.461599,3324.662292,1.083141843,0.115222183,0.968691445,0.984899123,no,,,,,
NWMN_2064,3789.585558,4417.835037,3161.336079,0.715584908,-0.482805134,0.32358606,0.518412247,no,,,,,
NWMN_2065,5285.281554,9383.812841,1186.750267,0.126467811,-2.983157865,2.71E-07,4.85E-06,yes,arginase,,,,
NWMN_2066,337.0874687,377.2093505,296.9655869,0.787269951,-0.345069681,0.429773585,0.620441092,no,,,,,
NWMN_2067,6428.862693,9280.641188,3577.084198,0.385435028,-1.375440406,0.010910715,0.046737211,yes,Mrp; ATPases involved in chromosome partitioning [Cell division and chromosome partitioning],,,,
NWMN_2068,3124.30145,3910.316534,2338.286366,0.597978794,-0.741833771,0.344066535,0.538527609,no,,,,,
NWMN_2069,677.6789857,838.1723482,517.1856231,0.61703971,-0.696564756,0.512145954,0.688039783,no,,,,,
NWMN_2070,1029.820836,863.6565264,1195.985145,1.384792575,0.469669894,0.32526537,0.519191724,no,,,,,
NWMN_2071,2956.474674,3674.412526,2238.536822,0.609223054,-0.714957557,0.18533153,0.360589193,no,,,,,
NWMN_2072,5914.093719,7287.642484,4540.544955,0.62304716,-0.682586725,0.138333847,0.293636346,no,,,,,
NWMN_2073,1965.76329,2863.23176,1068.29482,0.373108051,-1.422334605,0.004655826,0.024234409,yes,hypothetical; COG1988; Predicted membrane-bound metal-dependent hydrolases ,,,,
NWMN_2074,11552.23129,21527.49942,1576.963163,0.07325343,-3.770959885,0.00151843,0.009514766,yes,hypothetical,,,,
NWMN_2075,1586.053434,1895.537873,1276.568996,0.673460032,-0.570335767,0.800366568,0.894889963,no,,,,,
NWMN_2076,2397.709499,1004.388148,3791.03085,3.774467928,1.916273288,3.02E-05,0.00034334,yes,FecCD iron compound ABC transporter permease family protein,,,,
NWMN_2077,3366.68412,929.5319077,5803.836332,6.243826902,2.642430542,9.83E-08,1.98E-06,yes,,,,,
NWMN_2078,16978.05625,3771.388703,30184.7238,8.003609859,3.000650844,2.76E-08,6.50E-07,yes,,,,,
NWMN_2079,6595.093167,1751.423932,11438.7624,6.531121443,2.707330735,6.54E-07,1.07E-05,yes,,,,,
NWMN_2080,13051.24523,3081.39564,23021.09483,7.470996106,2.90130061,1.66E-06,2.54E-05,yes,,,,,
NWMN_2081,5776.112312,375.9233031,11176.30132,29.73027005,4.893860663,7.24E-16,5.57E-14,yes,"hypothetical protein / The Major Facilitator Superfamily (MFS) is a large and diverse group of secondary transporters that includes uniporters, symporters, and antiporters. MFS proteins facilitate the transport across cytoplasmic or internal membranes of a variety of...; cd06174",,,,
NWMN_2082,5321.846205,1696.820996,8946.871413,5.272725545,2.398548904,1.94E-05,0.000235198,yes,,,,,
NWMN_2083,53.96179613,36.09385289,71.82973938,1.990082345,0.992828127,0.053287138,0.154619632,no,,,,,
NWMN_2084,23.98645129,21.63064162,26.34226095,1.217821524,0.284302717,0.801952765,0.895513921,no,,,,,
NWMN_2085,267.2828081,414.2064256,120.3591906,0.290577797,-1.783003624,0.000529966,0.004002317,yes,,,,,
NWMN_2086,217385.0783,337063.4072,97706.74948,0.289876467,-1.786489881,0.001675274,0.010275801,yes,,,,,
NWMN_2087,42452.72386,64840.25653,20065.1912,0.309455765,-1.692194895,0.001888291,0.01128179,yes,,,,,
NWMN_2088,117740.5807,179674.5122,55806.64929,0.310598585,-1.686876837,0.002128753,0.012360957,yes,,,,,
NWMN_2089,13504.35296,22831.32888,4177.377034,0.182966881,-2.450345567,1.25E-05,0.000156106,yes,,,,,
NWMN_2090,1781.165917,1746.408791,1815.923044,1.039804113,0.056311767,0.819110856,0.907306768,no,,,,,
NWMN_2091,4879.399702,5509.027157,4249.772247,0.771419731,-0.374412048,0.5530203,0.721799223,no,,,,,
NWMN_2092,2452.7371,2277.902906,2627.571295,1.153504519,0.206023655,0.82743114,0.909073767,no,,,,,
NWMN_2093,393.3440308,398.5648449,388.1232167,0.973801934,-0.03829973,0.900040048,0.949456861,no,,,,,
NWMN_2094,261.3560402,308.1270598,214.5850206,0.696417318,-0.521976015,0.151051184,0.311029743,no,,,,,
NWMN_2095,22.48672413,35.70867649,9.264771761,0.259454359,-1.946447322,0.020967467,0.078831643,no,,,,,
NWMN_2096,55.41800029,84.52146831,26.31453228,0.311335484,-1.683458078,0.002673997,0.015156518,yes,LacD,,,,
NWMN_2097,78.24142847,124.3234889,32.15936807,0.258674916,-1.950787933,3.70E-05,0.000407656,yes,LacC,,,,
NWMN_2098,48.39106077,77.64897175,19.13314979,0.246405707,-2.020892423,7.91E-05,0.000810593,yes,LacB,,,,
NWMN_2099,33.1184044,54.36181207,11.87499673,0.218443725,-2.194666431,0.000365644,0.002958604,yes,LacA Lactose/Galactose Utilzation operon,,,,
NWMN_2100,1220.501206,1338.850153,1102.152258,0.823208075,-0.28067096,0.61757134,0.768069449,no,,,,,
NWMN_2101,1096.373099,1342.408979,850.3372186,0.633441248,-0.658717281,0.435611263,0.626130278,no,,,,,
NWMN_2102,153.8754502,129.5145727,178.2363276,1.376187434,0.460676976,0.266216364,0.456445774,no,,,,,
NWMN_2103,76.40773063,60.6419441,92.17351715,1.519963097,0.604036297,0.133869499,0.286957342,no,,,,,
NWMN_2104,809.1128139,743.7111467,874.5144812,1.175879217,0.233739879,0.636759498,0.782621151,no,,,,,
NWMN_2105,120.7893038,88.55928527,153.0193223,1.727874405,0.788998355,0.108864615,0.24800631,no,,,,,
NWMN_2106,341.6805561,388.5318631,294.8292492,0.758829011,-0.39815326,0.42169738,0.612535739,no,,,,,
NWMN_2107,1121.972627,1325.726043,918.2192106,0.692616107,-0.529872157,0.268771954,0.459320547,no,,,,,
NWMN_2108,594.2385794,765.6502852,422.8268736,0.552245433,-0.856618511,0.079149226,0.203012676,no,,,,,
NWMN_2109,1671.776585,2567.825737,775.727434,0.302095046,-1.726925569,0.006946559,0.033122916,yes,truncated MHC class II analog protein,,,,
NWMN_2110,204.2703327,174.1584827,234.3821827,1.345798259,0.42846216,0.366527742,0.560735943,no,,,,,
NWMN_2111,483.898617,361.1637092,606.6335247,1.679663569,0.748172295,0.253184409,0.44104724,no,,,,,
NWMN_2112,228.5128675,319.4386919,137.5870431,0.430715022,-1.215194455,0.221029296,0.403598567,no,,,,,
NWMN_2113,1008.968438,852.7191448,1165.21773,1.36647305,0.450457007,0.212620206,0.392976276,no,,,,,
NWMN_2114,106.4566957,80.18101699,132.7323744,1.655408966,0.727187676,0.084256542,0.20888268,no,,,,,
NWMN_2115,704.6446195,562.4032478,846.8859912,1.505834105,0.590562839,0.359171943,0.554023783,no,,,,,
NWMN_2116,1375.540339,1224.751427,1526.329251,1.246235944,0.317577233,0.811251212,0.901658621,no,,,,,
NWMN_2117,278.1907388,251.2347809,305.1466967,1.214587787,0.280466768,0.720751325,0.843264098,no,,,,,
NWMN_2118,227.4182025,164.0720157,290.7643893,1.772175396,0.825521397,0.072563537,0.192495962,no,,,,,
NWMN_2119,16215.19969,23852.14915,8578.250225,0.359642654,-1.475363958,0.014789046,0.059451967,no,,,,,
NWMN_2120,21972.3669,30988.60923,12956.12458,0.418093128,-1.258103763,0.029206564,0.100416778,no,,,,,
NWMN_2121,1990.949863,1237.618383,2744.281343,2.217388963,1.148861863,0.047430261,0.142290784,no,,,,,
NWMN_2122,1771.879501,1292.293657,2251.465346,1.742224249,0.800930331,0.171737398,0.340995305,no,,,,,
NWMN_2123,2701.271409,2042.471111,3360.071706,1.645101215,0.718176348,0.224139708,0.407002819,no,,,,,
NWMN_2124,2212.909072,1725.372605,2700.445538,1.5651376,0.646289498,0.239946144,0.426192264,no,,,,,
NWMN_2125,6635.97444,6529.797563,6742.151316,1.032520725,0.04617074,0.907411537,0.953767637,no,,,,,
NWMN_2126,18014.99492,16940.37383,19089.61602,1.126871001,0.172322372,0.986647068,0.994618158,no,,,,,
NWMN_2127,5373.440612,5133.506141,5613.375083,1.093477816,0.128923952,0.92675643,0.963540134,no,,,,,
NWMN_2128,9682.104894,9596.419658,9767.790129,1.017857751,0.025535954,0.756397801,0.869541335,no,,,,,
NWMN_2129,6217.868095,6088.931032,6346.805158,1.042351297,0.059841582,0.81112353,0.901658621,no,,,,,
NWMN_2130,5753.807677,5409.287684,6098.32767,1.12738091,0.172975043,0.976284433,0.988771792,no,,,,,
NWMN_2131,11919.37428,11764.39866,12074.34991,1.026346544,0.037517937,0.831293455,0.911527402,no,,,,,
NWMN_2132,29133.46405,31147.8948,27119.03331,0.870653811,-0.199828906,0.576286912,0.737361137,no,,,,,
NWMN_2133,8107.157436,8426.447265,7787.867606,0.924217213,-0.113696136,0.75025044,0.863614273,no,,,,,
NWMN_2134,5915.253151,5878.381102,5952.125201,1.012544967,0.01798598,0.849887314,0.923775188,no,,,,,
NWMN_2135,9517.692761,9174.438724,9860.946798,1.074828346,0.104106274,0.97136314,0.986291085,no,,,,,
NWMN_2136,11740.3879,11266.2984,12214.47739,1.08416065,0.11657855,0.941273874,0.971592965,no,,,,,
NWMN_2137,7259.173711,6746.530705,7771.816718,1.151972333,0.204106068,0.941470169,0.971592965,no,,,,,
NWMN_2138,8190.907917,7741.349024,8640.466809,1.116144845,0.158524262,1,1,no,,,,,
NWMN_2139,6768.725166,6463.76338,7073.686952,1.094360442,0.130087987,0.942218359,0.971592965,no,,,,,
NWMN_2140,11766.15853,10722.27187,12810.0452,1.194713709,0.256664945,0.892997424,0.945079898,no,,,,,
NWMN_2141,8508.509076,7679.781336,9337.236817,1.215820661,0.28193044,0.865316082,0.930537145,no,,,,,
NWMN_2142,7518.82177,7043.392262,7994.251279,1.135000151,0.182692489,0.985265629,0.994353391,no,,,,,
NWMN_2143,6883.542902,6128.674588,7638.411216,1.246339825,0.317697485,0.827611698,0.909073767,no,,,,,
NWMN_2144,5350.337351,4946.313544,5754.361158,1.163363605,0.218302077,0.941961483,0.971592965,no,,,,,
