Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,molecule,begin,end,strand,id,locus,description
BAF68580.1,464.6331182,-0.907776609,0.185393246,-4.896492351,9.76E-07,2.42E-05,AP009351.1,2535803,2536402,-,dsbA,NWMN_2308,protein-disulfide isomerase
BAF68581.1,61.94897843,0.051455317,0.345265797,0.14903103,0.881529148,9.40E-01,AP009351.1,2536421,2536792,-,NWMN_2309,NWMN_2309,conserved hypothetical protein
BAF68582.1,84.40936345,0.262639886,0.260866053,1.006799784,0.314030998,5.44E-01,AP009351.1,2537038,2538288,+,fmhA,NWMN_2310,methicillin resistance determinant fmhA protein
BAF68583.1,2945.379996,-0.081291374,0.159270734,-0.510397432,0.609773055,7.76E-01,AP009351.1,2538385,2539116,-,NWMN_2311,NWMN_2311,amino acid ABC transporter%2C ATP-binding protein
BAF68584.1,1363.887612,-0.200190462,0.233522022,-0.857265884,0.391297959,6.15E-01,AP009351.1,2539113,2539832,-,NWMN_2312,NWMN_2312,amino acid ABC transporter%2C permease protein
BAF68585.1,1552.70076,-0.348118788,0.390278001,-0.891976454,0.372405553,6.00E-01,AP009351.1,2539813,2540592,-,NWMN_2313,NWMN_2313,amino acid ABC transporter%2C amino acid-binding protein
BAF68586.1,147.9748331,0.707563184,0.223159622,3.170659531,0.001520933,1.47E-02,AP009351.1,2540713,2542071,-,NWMN_2314,NWMN_2314,drug resistance transporter EmrB%2FQacA subfamily protein
BAF68587.1,739.0430288,-0.190757526,0.31116189,-0.613049131,0.539843854,7.32E-01,AP009351.1,2542585,2543271,-,gpmA,NWMN_2315,2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
BAF68588.1,888.4412124,0.536685794,0.310319245,1.729463458,0.083726181,2.54E-01,AP009351.1,2543597,2544463,-,NWMN_2316,NWMN_2316,cation efflux family protein
BAF68589.1,2399.134699,0.205889042,0.338045638,0.60905694,0.542486698,7.34E-01,AP009351.1,2545215,2546525,+,sbi,NWMN_2317,immunoglobulin G-binding protein Sbi
BAF68590.1,83.23656475,2.379876941,0.345039406,6.897406207,5.30E-12,3.52E-10,AP009351.1,2547061,2547990,+,hlgA,NWMN_2318,gamma-hemolysin component A
BAF68591.1,21.82416219,0.610262379,0.455337712,1.34024124,0.180166928,4.01E-01,AP009351.1,2548558,2549505,+,hlgC,NWMN_2319,gamma-hemolysin component C
BAF68592.1,48.84750634,0.547414292,0.308838095,1.772496013,0.076312257,2.41E-01,AP009351.1,2549507,2550484,+,hlgB,NWMN_2320,gamma hemolysin%2C component B
BAF68593.1,17.32824268,0.637150355,0.50196466,1.269313173,0.20432939,4.28E-01,AP009351.1,2550536,2551003,-,bioX,NWMN_2321,biotin biosynthesis-related protein
BAF68594.1,18.40742436,0.284728015,0.458370068,0.621174974,0.534484503,7.29E-01,AP009351.1,2551014,2551706,-,bioW,NWMN_2322,6-carboxyhexanoate-CoA ligase
BAF68595.1,13.90458146,0.38960522,0.588710339,0.661794424,0.50810298,7.10E-01,AP009351.1,2551717,2552832,-,bioF,NWMN_2323,8-amino-7-oxononanoate synthase
BAF68596.1,9.072711414,-0.3986505,0.537271256,-0.741991118,0.458092717,6.70E-01,AP009351.1,2552810,2553817,-,bioB,NWMN_2324,biotin synthase
BAF68597.1,6.18059399,-1.123953751,0.67171239,-1.673266367,0.09427487,NA,AP009351.1,2553819,2555177,-,bioA,NWMN_2325,adenosylmethionine-8-amino-7-oxononanoate aminotransferase
BAF68598.1,6.586919136,-0.69632585,0.609546096,-1.142367829,0.253301158,NA,AP009351.1,2555155,2555841,-,bioD,NWMN_2326,dethiobiotin synthase
BAF68599.1,33.64866864,0.282554259,0.381218332,0.74118749,0.458579768,6.70E-01,AP009351.1,2556293,2558026,-,NWMN_2327,NWMN_2327,ABC transporter ATP-binding protein
BAF68600.1,9.815893519,0.335210898,0.4950059,0.677185662,0.498288163,7.02E-01,AP009351.1,2558051,2559814,-,NWMN_2328,NWMN_2328,ABC transporter ATP-binding protein
BAF68601.1,0.166193332,0.603790723,0.78556675,0.768605243,0.442127692,NA,AP009351.1,2560001,2560147,-,NWMN_2329,NWMN_2329,conserved hypothetical protein
BAF68602.1,63.55117238,0.077252705,0.405531985,0.190497194,0.848919542,9.22E-01,AP009351.1,2560683,2561069,-,NWMN_2330,NWMN_2330,conserved hypothetical protein
BAF68603.1,261.9168942,0.227093467,0.208419621,1.089597351,0.275890551,5.05E-01,AP009351.1,2561337,2562479,+,NWMN_2331,NWMN_2331,glycerate kinase
BAF68604.1,370.1460164,-0.668947399,0.322473193,-2.074427929,0.038039586,1.58E-01,AP009351.1,2562539,2563198,+,NWMN_2332,NWMN_2332,conserved hypothetical protein
BAF68605.1,1670.489133,0.453876564,0.428053602,1.060326466,0.288996103,5.19E-01,AP009351.1,2563380,2564591,+,NWMN_2333,NWMN_2333,drug resistance transporter Bcr%2FCflA subfamily protein
BAF68606.1,88.30574953,1.074303842,0.333848504,3.217938162,0.001291157,1.28E-02,AP009351.1,2564714,2565187,-,NWMN_2334,NWMN_2334,conserved hypothetical protein
BAF68607.1,1628.59214,0.517478933,0.428418564,1.207881674,0.22709278,4.53E-01,AP009351.1,2565300,2565956,+,NWMN_2335,NWMN_2335,conserved hypothetical protein
BAF68608.1,157.6912755,0.689865297,0.315552975,2.18621072,0.028800192,1.30E-01,AP009351.1,2566019,2566825,-,NWMN_2336,NWMN_2336,metallophosphoesterase
BAF68609.1,79.7660128,0.982147459,0.372358802,2.637637279,0.008348583,5.39E-02,AP009351.1,2567111,2568520,+,NWMN_2337,NWMN_2337,amino acid permease
BAF68610.1,417.1554817,-0.223081716,0.29284096,-0.76178454,0.446188609,6.60E-01,AP009351.1,2568658,2570736,+,NWMN_2338,NWMN_2338,Na%2B%2FH%2B antiporter family protein
BAF68611.1,1377.86272,0.707785671,0.303862069,2.329299185,0.019843222,1.01E-01,AP009351.1,2570876,2572705,-,NWMN_2339,NWMN_2339,conserved hypothetical protein
BAF68612.1,335.2113798,-0.184610996,0.229017184,-0.806101064,0.420184578,6.40E-01,AP009351.1,2572937,2574433,+,NWMN_2340,NWMN_2340,fmtA-like beta-lactam resistance protein
BAF68613.1,1125.802153,0.409668325,0.220604732,1.857024198,0.063307711,2.15E-01,AP009351.1,2574525,2575376,-,NWMN_2341,NWMN_2341,NAD dependent epimerase%2Fdehydratase family protein
BAF68614.1,609.5566817,-0.604175697,0.303045214,-1.9936817,0.046186851,1.77E-01,AP009351.1,2575698,2576633,-,apbA,NWMN_2342,2-dehydropantoate 2-reductase
BAF68615.1,1752.924256,0.43581659,0.343577544,1.26846646,0.204631421,4.28E-01,AP009351.1,2576859,2578259,-,NWMN_2343,NWMN_2343,integral membrane efflux protein
BAF68616.1,110.7195501,0.423672543,0.324970308,1.303726932,0.192326703,4.14E-01,AP009351.1,2578553,2579248,-,opuCD,NWMN_2344,glycine betaine%2Fcarnitine%2Fcholine transport system permease protein
BAF68617.1,149.8762389,-0.193417171,0.204621937,-0.945241622,0.344535535,5.74E-01,AP009351.1,2579248,2580189,-,opuCC,NWMN_2345,glycine betaine%2Fcarnitine%2Fcholine ABC transporter
BAF68618.1,42.78548792,0.010293854,0.373528638,0.027558407,0.978014356,9.89E-01,AP009351.1,2580206,2580841,-,opuCB,NWMN_2346,amino acid ABC transporter%2C permease protein
BAF68619.1,66.71372535,-0.208843224,0.374208947,-0.558092545,0.576781191,7.56E-01,AP009351.1,2580838,2582064,-,opuCA,NWMN_2347,glycine betaine%2FL-proline transport ATP-binding subunit
BAF68620.1,469.5716158,-0.257355376,0.177907459,-1.446568782,0.148017735,3.60E-01,AP009351.1,2582734,2583333,-,NWMN_2348,NWMN_2348,conserved hypothetical protein
BAF68621.1,151.7077878,0.916408024,0.378238807,2.422829197,0.015400166,8.41E-02,AP009351.1,2583513,2585150,+,NWMN_2349,NWMN_2349,conserved hypothetical protein
BAF68622.1,914.5079426,-0.877752267,0.21512511,-4.080194389,4.50E-05,7.40E-04,AP009351.1,2585758,2587110,+,NWMN_2350,NWMN_2350,para-nitrobenzyl esterase chain A
BAF68623.1,648.811953,0.564436058,0.375904082,1.501542774,0.133215232,3.38E-01,AP009351.1,2587172,2588359,-,NWMN_2351,NWMN_2351,general substrate transporter involved in chloramphenicol resistance
BAF68624.1,208.4148514,0.409549601,0.347167988,1.179687112,0.238124682,4.65E-01,AP009351.1,2588755,2589531,-,NWMN_2352,NWMN_2352,conserved hypothetical protein
BAF68625.1,177.4525512,-0.142042296,0.269296379,-0.527457132,0.597876178,7.68E-01,AP009351.1,2589524,2590186,-,NWMN_2353,NWMN_2353,ABC transporter%2C ATP-binding protein
BAF68626.1,1720.741543,-0.600949749,0.199009589,-3.019702474,0.002530231,2.22E-02,AP009351.1,2590434,2591510,-,NWMN_2354,NWMN_2354,glutamyl-aminopeptidase
BAF68627.1,1226.110269,0.436017161,0.298002703,1.463131566,0.143431382,3.54E-01,AP009351.1,2592131,2592388,-,stbD,NWMN_2355,prevent-host-death protein
BAF68628.1,631.8303801,-0.642049539,0.27458174,-2.338282001,0.019372624,9.93E-02,AP009351.1,2592747,2593202,+,NWMN_2356,NWMN_2356,conserved hypothetical protein
BAF68629.1,431.8684796,-0.006560554,0.242898232,-0.027009476,0.978452176,9.89E-01,AP009351.1,2593370,2594947,-,NWMN_2357,NWMN_2357,ferredoxin-dependent glutamate synthase
BAF68630.1,367.1979651,0.984150001,0.390179601,2.522299981,0.011659023,6.87E-02,AP009351.1,2595142,2595891,+,NWMN_2358,NWMN_2358,conserved hypothetical protein
BAF68631.1,445.8973178,0.330866158,0.333049925,0.993443123,0.320494055,5.51E-01,AP009351.1,2596115,2597308,-,NWMN_2359,NWMN_2359,conserved hypothetical protein
BAF68632.1,176.1877552,-0.548321565,0.299115076,-1.833145868,0.066780881,2.22E-01,AP009351.1,2597320,2598069,-,opp1F,NWMN_2360,peptide ABC transporter%2C ATP-binding protein
BAF68633.1,144.6072819,-0.634458533,0.282625662,-2.24487235,0.024776328,1.18E-01,AP009351.1,2598062,2598877,-,opp1D,NWMN_2361,peptide ABC transporter%2C ATP-binding protein
BAF68634.1,85.24304657,-0.13292724,0.316453854,-0.420052525,0.674447083,8.21E-01,AP009351.1,2598874,2599743,-,opp1C,NWMN_2362,oligopeptide transporter putative membrane permease
BAF68635.1,138.1458696,-0.336889391,0.264319683,-1.274552798,0.202467574,4.26E-01,AP009351.1,2599740,2600675,-,opp1B,NWMN_2363,oligopeptide transporter putative membrane permease
BAF68636.1,348.5339634,-1.105008767,0.251454606,-4.394466207,1.11E-05,2.12E-04,AP009351.1,2600688,2602286,-,opp1A,NWMN_2364,oligopeptide permease%2C peptide-binding protein
BAF68637.1,104.3214697,-0.454356874,0.406498324,-1.117733696,0.263680747,4.92E-01,AP009351.1,2602429,2603730,-,NWMN_2365,NWMN_2365,conserved hypothetical protein
BAF68638.1,125.1967318,-0.194961039,0.419123725,-0.465163453,0.641814408,7.98E-01,AP009351.1,2603723,2604541,-,NWMN_2366,NWMN_2366,conserved hypothetical protein
BAF68639.1,166.802763,-0.20900476,0.329817199,-0.63369879,0.526277415,7.24E-01,AP009351.1,2604552,2605373,-,NWMN_2367,NWMN_2367,conserved hypothetical protein
BAF68640.1,77.6901648,0.125505141,0.321875903,0.38991779,0.696597338,8.35E-01,AP009351.1,2606240,2606605,-,NWMN_2368,NWMN_2368,conserved hypothetical protein
BAF68641.1,342.6980332,0.09278791,0.284607435,0.326020682,0.744408707,8.64E-01,AP009351.1,2606868,2607506,-,NWMN_2369,NWMN_2369,short chain dehydrogenase
BAF68642.1,207.8353722,0.40264894,0.278609058,1.445211232,0.148398562,3.60E-01,AP009351.1,2607919,2609457,+,NWMN_2370,NWMN_2370,conserved hypothetical protein
BAF68643.1,249.4479445,0.970254426,0.438695813,2.21167925,0.026988835,1.25E-01,AP009351.1,2609569,2609991,-,NWMN_2371,NWMN_2371,alkylhydroperoxidase AhpD family protein
BAF68644.1,104.2433422,0.036650334,0.279057809,0.13133599,0.895509522,9.46E-01,AP009351.1,2610443,2610862,-,NWMN_2372,NWMN_2372,conserved hypothetical protein
BAF68645.1,77.2440476,0.222299093,0.259888177,0.855364392,0.39234945,6.16E-01,AP009351.1,2610880,2611299,-,NWMN_2373,NWMN_2373,conserved hypothetical protein
BAF68646.1,433.7577984,-1.688092243,0.235554642,-7.166457118,7.70E-13,5.42E-11,AP009351.1,2611566,2611988,-,NWMN_2374,NWMN_2374,conserved hypothetical protein
BAF68647.1,730.5683933,-2.314011671,0.400515538,-5.777582771,7.58E-09,2.92E-07,AP009351.1,2612239,2612934,-,NWMN_2375,NWMN_2375,NAD-dependent epimerase%2Fdehydratase
BAF68648.1,255.0344607,1.527103303,0.430984763,3.543288381,0.00039517,4.59E-03,AP009351.1,2613223,2613504,+,NWMN_2376,NWMN_2376,conserved hypothetical protein
BAF68649.1,3198.808048,-2.208026853,0.466970877,-4.728403767,2.26E-06,5.26E-05,AP009351.1,2613764,2613955,-,NWMN_2377,NWMN_2377,conserved hypothetical protein
BAF68650.1,2.020167077,0.725664886,0.864459821,0.839443162,0.401220671,NA,AP009351.1,2614023,2614178,-,NWMN_2378,NWMN_2378,conserved hypothetical protein
BAF68651.1,68.43235539,-0.183808505,0.284615409,-0.64581361,0.518400073,7.18E-01,AP009351.1,2614516,2615310,-,NWMN_2379,NWMN_2379,conserved hypothetical protein
BAF68652.1,38.89832069,-0.064670391,0.322043228,-0.200812765,0.840844981,9.16E-01,AP009351.1,2615846,2616133,-,NWMN_2380,NWMN_2380,conserved hypothetical protein
BAF68653.1,33.61398424,-0.482989266,0.353239398,-1.36731426,0.171526824,3.91E-01,AP009351.1,2616136,2616462,-,NWMN_2381,NWMN_2381,conserved hypothetical protein
BAF68654.1,11.28384943,-0.572482425,0.570148737,-1.004093121,0.315333731,5.46E-01,AP009351.1,2616462,2616755,-,NWMN_2382,NWMN_2382,conserved hypothetical protein
BAF68655.1,53.12982482,-0.767073543,0.307529879,-2.494305746,0.012620378,7.28E-02,AP009351.1,2616674,2617786,-,NWMN_2383,NWMN_2383,conserved hypothetical protein
BAF68656.1,21.29313074,-1.008777199,0.375096102,-2.689383318,0.007158417,4.79E-02,AP009351.1,2617783,2618568,-,NWMN_2384,NWMN_2384,conserved hypothetical protein
BAF68657.1,10.85995405,-0.987148588,0.485626338,-2.032732805,0.042079525,1.68E-01,AP009351.1,2618680,2619456,-,NWMN_2385,NWMN_2385,conserved hypothetical protein
BAF68658.1,212.3159095,-0.92775864,0.196723069,-4.716064285,2.40E-06,5.57E-05,AP009351.1,2619759,2622620,-,NWMN_2386,NWMN_2386,conserved hypothetical protein
BAF68659.1,47.48253788,-0.679238745,0.349617612,-1.942804712,0.052039758,1.91E-01,AP009351.1,2622622,2623014,-,NWMN_2387,NWMN_2387,hydrolase
BAF68660.1,330.8066236,0.709655631,0.223088699,3.181046977,0.001467438,1.43E-02,AP009351.1,2623188,2624939,+,NWMN_2388,NWMN_2388,phosphoglucomutase%2Fphosphomannomutase family protein
BAF68661.1,65.80497965,0.984590638,0.364132538,2.703934794,0.006852373,4.64E-02,AP009351.1,2625223,2625489,+,NWMN_2389,NWMN_2389,conserved hypothetical protein
BAF68662.1,29.96206607,0.822266902,0.38175466,2.153914509,0.031246877,1.37E-01,AP009351.1,2625633,2625941,+,NWMN_2390,NWMN_2390,conserved hypothetical protein
BAF68663.1,125.6859551,-0.253919668,0.237064254,-1.071100614,0.284124192,5.14E-01,AP009351.1,2626263,2627456,-,NWMN_2391,NWMN_2391,conserved hypothetical protein
BAF68664.1,46.19667514,-0.02704931,0.313498627,-0.086282068,0.931242193,9.63E-01,AP009351.1,2627840,2632345,-,NWMN_2392,NWMN_2392,conserved hypothetical protein
BAF68665.1,3.109396902,1.791557652,0.85324121,2.099708301,0.035754509,NA,AP009351.1,2632644,2633000,-,sarT,NWMN_2393,staphylococcal accessory regulator T
BAF68666.1,2.549721398,0.694787276,0.855278005,0.812352559,0.41658936,NA,AP009351.1,2633324,2634067,+,sarU,NWMN_2394,staphylococcal accessory regulator U
BAF68667.1,425.157529,0.363248701,0.277994424,1.30667621,0.191322702,4.13E-01,AP009351.1,2634278,2635144,-,gtaB,NWMN_2395,UTP-glucose-1-phosphate uridyltransferase
BAF68668.1,3338.804813,-0.839126226,0.146005295,-5.747231464,9.07E-09,3.41E-07,AP009351.1,2635324,2635710,-,NWMN_2396,NWMN_2396,C-terminal part of fibronectin binding protein B
BAF68669.1,2203.844057,-1.185087634,0.302179596,-3.921798983,8.79E-05,1.28E-03,AP009351.1,2636113,2638146,-,fnbB,NWMN_2397,fibronectin binding protein B precursor
BAF68670.1,3389.285184,-0.839376269,0.137882535,-6.087618507,1.15E-09,5.50E-08,AP009351.1,2638828,2639214,-,NWMN_2398,NWMN_2398,C-terminal part of fibronectin binding protein A
BAF68671.1,6489.293398,-1.403333222,0.35537982,-3.948826419,7.85E-05,1.18E-03,AP009351.1,2639617,2641842,-,fnbA,NWMN_2399,fibronectin binding protein A precursor
BAF68673.1,711.3863195,1.540477256,0.265959544,5.79214882,6.95E-09,2.71E-07,AP009351.1,2642311,2643669,-,gntP,NWMN_2401,gluconate permease
BAF68674.1,349.7004693,2.610965936,0.349718872,7.465899449,8.27E-14,6.52E-12,AP009351.1,2643786,2645339,-,gntK,NWMN_2402,gluconate kinase
BAF68675.1,296.0227796,2.426308145,0.331361192,7.322245951,2.44E-13,1.80E-11,AP009351.1,2645363,2646043,-,gntR,NWMN_2403,gluconate operon transcriptional repressor
BAF68676.1,334.7719765,-0.481375007,0.20292519,-2.372179654,0.01768349,9.29E-02,AP009351.1,2646197,2646961,-,NWMN_2404,NWMN_2404,transcriptional regulator MerR family protein
BAF68677.1,164.9872977,-0.569821444,0.403904307,-1.410783281,0.158308526,3.73E-01,AP009351.1,2647126,2647818,-,NWMN_2405,NWMN_2405,conserved hypothetical protein
BAF68678.1,248.743571,0.545970252,0.418400726,1.304897957,0.191927597,4.13E-01,AP009351.1,2648049,2648537,-,NWMN_2406,NWMN_2406,conserved hypothetical protein
BAF68679.1,162.7378877,0.110016737,0.372429015,0.295403239,0.76768586,8.77E-01,AP009351.1,2648604,2650496,-,NWMN_2407,NWMN_2407,conserved hypothetical protein
BAF68680.1,2088.418869,3.589291938,0.360718408,9.950398584,2.51E-23,3.64E-21,AP009351.1,2650905,2652182,-,NWMN_2408,NWMN_2408,conserved hypothetical protein
BAF68681.1,304.6624543,1.714868649,0.429443446,3.993235119,6.52E-05,1.02E-03,AP009351.1,2652729,2653340,+,NWMN_2409,NWMN_2409,DedA family protein
BAF68682.1,94.32980091,0.568611116,0.313363829,1.814539722,0.069594673,2.28E-01,AP009351.1,2653437,2654600,-,NWMN_2410,NWMN_2410,multidrug resistance transporter protein
BAF68683.1,15.24663226,-0.726022242,0.524579053,-1.384009212,0.166355634,3.83E-01,AP009351.1,2654593,2655051,-,NWMN_2411,NWMN_2411,transcriptional regulator MarR family protein
BAF68684.1,611.6320664,-1.873454916,0.407914708,-4.592761379,4.37E-06,9.49E-05,AP009351.1,2655485,2656180,+,NWMN_2412,NWMN_2412,ABC transporter%2C ATP-binding protein
BAF68685.1,516.4854001,-1.319403066,0.226914012,-5.814550871,6.08E-09,2.41E-07,AP009351.1,2656182,2656952,+,NWMN_2413,NWMN_2413,conserved hypothetical protein
BAF68686.1,371.4941686,0.993128189,0.30039027,3.306126356,0.000945954,9.81E-03,AP009351.1,2657325,2659289,+,fbp,NWMN_2414,fructose-1%2C6-bisphosphatase
BAF68687.1,399.7470206,0.912087816,0.394488872,2.312074893,0.020773556,1.05E-01,AP009351.1,2659633,2660712,+,NWMN_2415,NWMN_2415,conserved hypothetical protein
BAF68688.1,38.90054677,0.725051058,0.428044795,1.693867247,0.090290512,2.66E-01,AP009351.1,2660817,2661410,-,NWMN_2416,NWMN_2416,phospholipase%2Fcarboxylesterase family protein
BAF68689.1,23.50193634,-0.239022465,0.395648999,-0.604127561,0.545758837,7.36E-01,AP009351.1,2661432,2662400,-,NWMN_2417,NWMN_2417,conserved hypothetical protein
BAF68690.1,67.1157236,0.168956124,0.353384739,0.47810815,0.632573232,7.91E-01,AP009351.1,2662478,2662912,-,NWMN_2418,NWMN_2418,MarR family regulatory protein
BAF68691.1,167.9612405,0.171808677,0.396213001,0.433627056,0.664559284,8.15E-01,AP009351.1,2663130,2663423,+,NWMN_2419,NWMN_2419,acetyltransferase%2C GNAT family protein
BAF68692.1,1011.62888,0.749009509,0.376861858,1.987490887,0.046868025,1.79E-01,AP009351.1,2663594,2664400,+,NWMN_2420,NWMN_2420,bleomycin resistance protein
BAF68693.1,850.6161071,0.331361685,0.302452439,1.095582784,0.273261399,5.03E-01,AP009351.1,2664520,2665191,-,NWMN_2421,NWMN_2421,NAD%28P%29H-flavin oxidoreductase
BAF68694.1,690.8217096,-0.438983953,0.243551005,-1.802431292,0.071477576,2.32E-01,AP009351.1,2665506,2666453,+,NWMN_2422,NWMN_2422,D-isomer specific 2-hydroxyacid dehydrogenase family protein
BAF68695.1,108.9948211,0.112245359,0.223670437,0.501833684,0.615784517,7.80E-01,AP009351.1,2666702,2667502,-,NWMN_2423,NWMN_2423,hydrolase
BAF68696.1,6.186099575,-0.359805287,0.647576746,-0.555617986,0.578472033,NA,AP009351.1,2667823,2668458,+,NWMN_2424,NWMN_2424,ABC transporter%2C ATP-binding protein
BAF68697.1,20.71587488,0.41006273,0.425643081,0.963395739,0.335348964,5.65E-01,AP009351.1,2668464,2669195,+,NWMN_2425,NWMN_2425,conserved hypothetical protein
BAF68698.1,2126.730714,-0.007638423,0.153069411,-0.049901692,0.960200729,9.78E-01,AP009351.1,2669355,2669975,-,srtA,NWMN_2426,sortase A%2C peptide LPXTG peptidoglycan transferase
BAF68699.1,254.0960281,0.45058846,0.474307124,0.949993026,0.342115796,5.72E-01,AP009351.1,2670169,2670660,+,NWMN_2427,NWMN_2427,acetyltransferase%2C GNAT family protein
BAF68700.1,64.25122313,0.571242102,0.256764059,2.22477439,0.026096387,1.22E-01,AP009351.1,2671098,2671268,-,NWMN_2428,NWMN_2428,conserved hypothetical protein
BAF68701.1,294.8082673,0.064175233,0.189751062,0.338207503,0.735206822,8.57E-01,AP009351.1,2671447,2672346,-,sdhA,NWMN_2429,L-serine dehydratase%2C iron-sulfur-dependent%2C alpha subunit
BAF68702.1,77.38012707,-0.394291815,0.392886031,-1.003578096,0.315582017,5.46E-01,AP009351.1,2672360,2673040,-,sdhB,NWMN_2430,L-serine dehydratase%2C iron-sulfur-dependent%2C beta subunit
BAF68703.1,112.5711927,0.108746321,0.347697248,0.312761524,0.754461849,8.69E-01,AP009351.1,2673043,2674086,-,NWMN_2431,NWMN_2431,conserved hypothetical protein
BAF68704.1,11.73792258,0.515745845,0.613270274,0.84097643,0.400361139,6.23E-01,AP009351.1,2674637,2674840,+,NWMN_2432,NWMN_2432,conserved hypothetical protein
BAF68705.1,210.1492792,1.203615417,0.431003475,2.79258866,0.005228814,3.87E-02,AP009351.1,2675032,2675958,+,NWMN_2433,NWMN_2433,conserved hypothetical protein
BAF68706.1,1002.575322,-0.126019217,0.220308367,-0.572012848,0.567313271,7.50E-01,AP009351.1,2676040,2677008,-,NWMN_2434,NWMN_2434,conserved hypothetical protein
BAF68707.1,252.0611367,-0.235369089,0.260856164,-0.902294524,0.366900433,5.96E-01,AP009351.1,2677141,2677485,-,NWMN_2435,NWMN_2435,conserved hypothetical protein
BAF68708.1,290.2101092,-0.298719452,0.331311914,-0.901626051,0.367255547,5.96E-01,AP009351.1,2677527,2677937,-,NWMN_2436,NWMN_2436,conserved hypothetical protein
BAF68709.1,3430.021133,1.649242114,0.324003102,5.090204698,3.58E-07,9.94E-06,AP009351.1,2678317,2680383,-,ptsG,NWMN_2437,PTS system%2C glucose-specific IIABC component
BAF68710.1,5045.238162,-0.368461261,0.265344023,-1.38861715,0.1649492,3.82E-01,AP009351.1,2680684,2682423,-,poxB,NWMN_2438,pyruvate oxidase
BAF68711.1,1687.596014,-0.364571003,0.34782623,-1.048141204,0.294573555,5.24E-01,AP009351.1,2682470,2683159,-,cidB,NWMN_2439,holin-like protein CidB
BAF68712.1,85.36959897,-0.415120478,0.265183584,-1.565407899,0.117487298,3.12E-01,AP009351.1,2683152,2683547,-,cidA,NWMN_2440,holin-like protein CidA
BAF68713.1,269.2169958,1.259071321,0.293513269,4.289657243,1.79E-05,3.25E-04,AP009351.1,2683760,2684647,-,NWMN_2441,NWMN_2441,transcriptional regulator LysR family protein
BAF68714.1,5321.196694,0.282188673,0.41837113,0.674493655,0.499997518,7.03E-01,AP009351.1,2684805,2685023,+,NWMN_2442,NWMN_2442,conserved hypothetical protein
BAF68715.1,164.9567821,1.522580664,0.365580272,4.164832679,3.12E-05,5.42E-04,AP009351.1,2685413,2685844,+,NWMN_2443,NWMN_2443,secretory antigen SsaA homolog
BAF68716.1,47.93554367,-0.572125285,0.346969844,-1.648919335,0.099164161,2.83E-01,AP009351.1,2686604,2686861,-,NWMN_2444,NWMN_2444,conserved hypothetical protein
BAF68717.1,1576.469604,-0.050818421,0.210680282,-0.241211091,0.809391515,8.98E-01,AP009351.1,2687440,2688717,-,mvaA,NWMN_2445,hydroxymethylglutaryl-CoA reductase%2C degradative
BAF68718.1,3756.86726,-0.164630544,0.301129107,-0.546710831,0.584577412,7.61E-01,AP009351.1,2688971,2690137,+,mvaS,NWMN_2446,3-hydroxy-3-methylglutaryl coenzyme A synthase
BAF68719.1,526.3309647,0.442554415,0.357008925,1.239617232,0.215117004,4.40E-01,AP009351.1,2690307,2690828,-,NWMN_2447,NWMN_2447,methylated-DNA-protein-cysteine methyltransferase
BAF68720.1,12033.25606,-2.311098777,0.396461359,-5.829316591,5.57E-09,2.23E-07,AP009351.1,2691237,2693342,+,clpC,NWMN_2448,ATP-dependent Clp protease%2C ATP-binding subunit ClpC
BAF68721.1,3.054755719,0.053525501,0.765370516,0.069934104,0.944246108,NA,AP009351.1,2693411,2693581,-,NWMN_2449,NWMN_2449,conserved hypothetical protein
BAF68722.1,60.42315854,0.695122089,0.304334072,2.284075797,0.022367077,1.10E-01,AP009351.1,2693594,2695588,-,feoB,NWMN_2450,ferrous iron transport protein B
BAF68723.1,171.3847439,-0.470575971,0.312704618,-1.504857762,0.13236065,3.37E-01,AP009351.1,2696043,2698532,-,NWMN_2451,NWMN_2451,MmpL efflux pump
BAF68724.1,660.8439409,-0.303814659,0.18193031,-1.669950757,0.094929107,2.75E-01,AP009351.1,2698740,2699225,+,NWMN_2452,NWMN_2452,conserved hypothetical protein
BAF68725.1,2.384698522,1.904715079,0.890716802,2.138407039,0.032483722,NA,AP009351.1,2699302,2699469,-,NWMN_2453,NWMN_2453,conserved hypothetical protein
BAF68726.1,795.201979,1.523885133,0.23016626,6.620801551,3.57E-11,2.16E-09,AP009351.1,2699581,2701125,-,NWMN_2454,NWMN_2454,delta-1-pyrroline-5-carboxylate dehydrogenase
BAF68727.1,98.01192417,-0.949031096,0.337624064,-2.810910706,0.004940149,3.70E-02,AP009351.1,2701315,2701914,-,NWMN_2455,NWMN_2455,galactoside O-acetyltransferase
BAF68728.1,63.3483199,1.36237047,0.472331838,2.884350281,0.003922222,3.08E-02,AP009351.1,2702153,2702344,+,NWMN_2456,NWMN_2456,conserved hypothetical protein
BAF68729.1,18051.82976,-0.348253569,0.311499602,-1.117990416,NA,NA,AP009351.1,2702584,2704992,+,NWMN_2457,NWMN_2457,cation-transporting ATPase E1-E2 family protein
BAF68730.1,1681.565846,-0.235335277,0.391704293,-0.60079831,0.54797433,7.37E-01,AP009351.1,2705352,2705558,+,NWMN_2458,NWMN_2458,heavy metal-binding protein
